Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobStability,IncomePerYearWorked,PromotionWaitTime,AgeGroup,OvertimeImpact,YearsLeftForRetirement,PromotionFrequency,DistanceEffect,OvertimePayRatio,WorkLifeBalanceImpact,YearsInRoleVsYearsAtCompany,JobSatisfactionPerformance,RelativeIncomeToDeptAvg,PerformancePerSatisfaction,SatisfactionPerformanceRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Attrition
30,740,1,3,2,0,64,2,2,1,9714,5323,1,0,11,3,4,80,1,10,4,3,10,8,6,7,10.0,971.4,4,0.0,False,30,1.4285714285714286,740,0.0,0,0.8,3,2754.82735426009,3.0,0.3333333333333333,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
38,888,10,4,3,0,71,3,2,3,6077,14814,3,0,11,3,3,80,0,10,2,3,6,3,1,2,3.333333333333333,1012.8333333333334,5,0.0,False,22,3.0,8880,0.0,0,0.5,9,-577.5079365079364,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
35,992,1,3,4,0,68,2,1,1,2450,21731,1,0,19,3,2,80,0,3,3,3,3,0,1,2,3.0,816.6666666666666,2,0.0,False,25,1.5,992,0.0,0,0.0,3,-3831.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
30,1288,29,4,3,0,33,3,3,2,9250,17799,3,0,12,3,2,80,1,9,3,3,4,2,1,3,3.0,2312.5,3,0.0,False,30,2.0,37352,0.0,0,0.5,6,2290.82735426009,1.5,0.6666666666666666,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
35,104,2,3,1,1,69,3,1,1,2074,26619,1,1,12,3,4,80,1,1,2,3,1,0,0,0,1.0,2074.0,1,0.0,False,25,1.0,208,0.0004821600771456,3,0.0,3,-4207.252861602497,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53,607,2,5,3,1,78,2,3,4,10169,14618,1,0,16,3,2,80,1,34,4,3,33,7,1,9,34.0,308.1515151515151,32,0.0,False,7,16.5,1214,0.0,0,0.2121212121212121,12,3887.747138397503,0.75,1.3333333333333333,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
38,903,2,3,3,0,81,3,2,2,4855,7653,4,0,11,3,1,80,2,7,2,3,5,2,1,4,1.75,971.0,4,0.0,False,22,2.5,1806,0.0,0,0.4,6,-1426.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
32,1200,1,4,4,0,62,3,2,1,4087,25174,4,0,14,3,2,80,1,9,3,2,6,5,1,2,2.25,681.1666666666666,5,0.0,False,28,3.0,1200,0.0,0,0.8333333333333334,3,-2194.252861602497,3.0,0.3333333333333333,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
48,1108,15,4,3,1,65,3,1,1,2367,16530,8,0,12,3,4,80,1,10,3,2,8,2,7,6,1.25,295.875,1,0.0,False,12,1.0,16620,0.0,0,0.25,3,-3914.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
34,479,7,4,1,0,35,3,1,4,2972,22061,1,0,13,3,3,80,0,1,4,1,1,0,0,0,1.0,2972.0,1,0.0,False,26,1.0,3353,0.0,0,0.0,12,-3309.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
55,685,26,5,3,0,60,2,5,4,19586,23037,1,0,21,4,3,80,1,36,3,3,36,6,2,13,36.0,544.0555555555555,34,0.0,False,5,12.0,17810,0.0,0,0.1666666666666666,16,12626.827354260093,1.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,1351,1,4,2,0,45,3,2,4,5484,13008,9,0,17,3,2,80,1,9,3,2,2,2,2,1,1.0,2742.0,0,0.0,False,26,0.6666666666666666,1351,0.0,0,1.0,12,-797.2528616024974,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26,474,3,3,1,1,89,3,1,4,2061,11133,1,0,21,4,1,80,0,1,5,3,1,0,0,0,1.0,2061.0,1,0.0,False,34,1.0,1422,0.0,0,0.0,16,-4220.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,1245,14,3,3,0,80,3,2,2,9924,12355,1,0,11,3,4,80,1,10,3,3,9,8,7,7,10.0,1102.6666666666667,2,0.0,False,22,1.125,17430,0.0,0,0.8888888888888888,6,2964.82735426009,1.5,0.6666666666666666,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38,437,16,3,2,1,90,3,2,2,4198,16379,2,0,12,3,2,80,0,8,5,4,3,2,1,2,4.0,1399.3333333333333,2,0.0,False,22,1.5,6992,0.0,0,0.6666666666666666,6,-2761.17264573991,1.5,0.6666666666666666,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36,884,1,4,2,1,73,3,2,3,6815,21447,6,0,13,3,1,80,0,15,5,3,1,0,0,0,2.5,6815.0,1,0.0,False,24,1.0,884,0.0,0,0.0,9,-144.17264573990997,1.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,1370,3,1,2,0,87,3,1,1,4723,16213,1,1,18,3,4,80,0,10,3,3,10,9,1,5,10.0,472.3,9,0.0,False,31,5.0,4110,0.0002117298327334,3,0.9,3,-1558.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
35,670,10,4,1,1,51,3,2,3,6142,4223,3,1,16,3,3,80,0,10,4,3,5,2,0,4,3.333333333333333,1228.4,5,0.0,False,25,5.0,6700,0.0001628134158254,3,0.4,9,-139.25286160249743,1.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39,1462,6,3,4,0,38,4,3,3,8237,4658,2,0,11,3,1,80,1,11,3,3,7,6,7,6,5.5,1176.7142857142858,0,0.0,False,21,0.875,8772,0.0,0,0.8571428571428571,9,1277.82735426009,1.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
29,995,2,1,1,0,87,3,2,4,8853,24483,1,0,19,3,4,80,1,6,0,4,6,4,1,3,6.0,1475.5,5,0.0,False,31,3.0,1990,0.0,0,0.6666666666666666,12,2571.7471383975026,0.75,1.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,264,9,3,3,0,59,3,5,3,19331,19519,4,1,16,3,3,80,1,27,2,3,1,0,0,0,6.75,19331.0,1,0.0,False,10,1.0,2376,5.173038125290983e-05,3,0.0,9,12371.827354260093,1.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,977,10,3,4,0,45,4,1,3,2073,12826,2,0,16,3,4,80,1,4,2,3,2,2,2,2,2.0,1036.5,0,0.0,False,37,0.6666666666666666,9770,0.0,0,1.0,9,-4208.252861602497,1.0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
36,1302,6,4,1,0,80,4,2,1,5562,19711,3,1,13,3,4,80,1,9,3,3,3,2,0,2,3.0,1854.0,3,0.0,False,24,3.0,7812,0.0001797914419273,3,0.6666666666666666,3,-719.2528616024974,3.0,0.3333333333333333,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
42,1059,9,2,4,0,93,2,5,4,19613,26362,8,0,22,4,4,80,0,24,2,3,1,0,0,1,3.0,19613.0,1,0.0,False,18,1.0,9531,0.0,0,0.0,16,13331.747138397504,1.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
35,750,28,3,2,0,46,4,2,3,3407,25348,1,0,17,3,4,80,2,10,3,2,10,9,6,8,10.0,340.7,4,0.0,False,25,1.4285714285714286,21000,0.0,0,0.9,9,-2874.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,653,10,4,4,0,92,2,2,3,5063,15332,1,0,14,3,2,80,1,8,3,2,8,2,7,7,8.0,632.875,1,0.0,False,26,1.0,6530,0.0,0,0.25,9,-1218.2528616024974,1.0,1.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40,118,14,2,4,1,84,3,2,1,4639,11262,1,0,15,3,3,80,1,5,2,3,5,4,1,2,5.0,927.8,4,0.0,False,20,2.5,1652,0.0,0,0.8,3,-2320.17264573991,3.0,0.3333333333333333,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43,990,27,3,4,0,87,4,1,2,4876,5855,5,0,12,3,3,80,1,8,0,3,6,4,0,2,1.6,812.6666666666666,6,0.0,False,17,6.0,26730,0.0,0,0.6666666666666666,6,-1405.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
35,1349,7,2,3,0,63,2,1,4,2690,7713,1,0,18,3,4,80,1,1,5,2,1,0,0,1,1.0,2690.0,1,0.0,False,25,1.0,9443,0.0,0,0.0,12,-3591.252861602497,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
46,563,1,4,4,0,56,4,4,1,17567,3156,1,0,15,3,2,80,0,27,5,1,26,0,0,12,27.0,675.6538461538462,26,0.0,False,14,26.0,563,0.0,0,0.0,3,10607.827354260093,3.0,0.3333333333333333,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28,329,24,3,3,0,51,3,1,2,2408,7324,1,1,17,3,3,80,3,1,3,3,1,1,0,0,1.0,2408.0,1,0.0,True,32,1.0,7896,0.0004152823920265,3,1.0,6,-3873.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
22,457,26,2,2,1,85,2,1,3,2814,10293,1,1,14,3,2,80,0,4,2,2,4,2,1,3,4.0,703.5,3,0.0,True,38,2.0,11882,0.0003553660270078,2,0.5,9,-3467.252861602497,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
50,1234,20,5,2,0,41,3,4,3,11245,20689,2,1,15,3,3,80,1,32,3,3,30,8,12,13,16.0,374.8333333333333,18,0.0,True,10,2.3076923076923075,24680,8.89284126278346e-05,3,0.2666666666666666,9,4963.747138397503,1.0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,634,5,4,2,1,35,4,1,4,3312,18783,3,0,17,3,4,80,2,6,3,3,3,2,0,2,2.0,1104.0,3,0.0,False,28,3.0,3170,0.0,0,0.6666666666666666,12,-2969.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
44,1313,7,3,2,1,31,3,5,4,19049,3549,1,1,14,3,4,80,1,23,4,2,22,7,1,10,23.0,865.8636363636364,21,0.0,False,16,11.0,9191,5.249619402593312e-05,2,0.3181818181818182,12,12767.747138397504,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30,241,7,3,2,0,48,2,1,2,2141,5348,1,0,12,3,2,80,1,6,3,2,6,4,1,1,6.0,356.8333333333333,5,0.0,False,30,3.0,1687,0.0,0,0.6666666666666666,6,-4140.252861602497,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45,1015,5,5,3,1,50,1,2,1,5769,23447,1,1,14,3,1,80,0,10,3,3,10,7,1,4,10.0,576.9,9,0.0,False,15,5.0,5075,0.000173340266944,3,0.7,3,-512.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
45,336,26,3,1,0,52,2,2,1,4385,24162,1,0,15,3,1,80,1,10,2,3,10,7,4,5,10.0,438.5,6,0.0,False,15,2.0,8736,0.0,0,0.7,3,-2574.17264573991,3.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,715,2,4,4,0,54,3,2,1,5332,21602,7,0,13,3,4,80,0,10,3,3,5,2,0,3,1.4285714285714286,1066.4,5,0.0,False,29,5.0,1430,0.0,0,0.4,3,-1627.17264573991,3.0,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
36,559,12,4,3,1,76,3,2,3,4663,12421,9,1,12,3,2,80,2,7,2,3,3,2,1,1,0.7777777777777778,1554.3333333333333,2,0.0,True,24,1.5,6708,0.0002144542140253,3,0.6666666666666666,9,-1618.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,426,10,4,3,0,42,4,2,4,4724,17000,1,0,13,3,1,80,1,9,3,3,9,7,7,2,9.0,524.8888888888889,2,0.0,False,26,1.125,4260,0.0,0,0.7777777777777778,12,-1557.2528616024974,0.75,1.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,722,25,4,3,1,84,3,1,1,3211,22102,1,0,14,3,4,80,1,10,3,2,9,6,1,4,10.0,356.77777777777777,8,0.0,False,11,4.5,18050,0.0,0,0.6666666666666666,3,-3070.252861602497,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
39,1387,10,5,2,0,76,3,2,1,5377,3835,2,0,13,3,4,80,3,10,3,3,7,7,7,7,5.0,768.1428571428571,0,0.0,False,21,0.875,13870,0.0,0,1.0,3,-904.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
27,1302,19,3,4,0,67,2,1,1,4066,16290,1,0,11,3,1,80,2,7,3,3,7,7,0,7,7.0,580.8571428571429,7,0.0,False,33,7.0,24738,0.0,0,1.0,3,-2215.252861602497,3.0,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35,819,18,5,2,0,48,4,2,1,5208,26312,1,0,11,3,4,80,0,16,2,3,16,15,1,10,16.0,325.5,15,0.0,False,25,8.0,14742,0.0,0,0.9375,3,-1073.2528616024974,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28,580,27,3,2,1,39,1,2,1,4877,20460,1,0,21,4,2,80,1,6,5,2,5,3,0,0,6.0,975.4,5,0.0,False,32,5.0,15660,0.0,0,0.6,4,-1404.2528616024974,4.0,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,546,5,1,3,0,97,3,1,4,3117,26009,1,0,18,3,3,80,0,3,2,3,2,2,2,2,3.0,1558.5,0,0.0,False,39,0.6666666666666666,2730,0.0,0,1.0,12,-3164.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18,544,3,2,2,1,70,3,1,4,1569,18420,1,1,12,3,3,80,0,0,2,4,0,0,0,0,0.0,1569.0,0,0.0,False,42,0.0,1632,0.0006373486297004,4,0.0,12,-5390.17264573991,0.75,1.3333333333333333,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
47,1176,26,4,4,1,98,3,5,3,19658,5220,3,0,11,3,3,80,1,27,2,3,5,2,1,0,9.0,3931.6,4,0.0,False,13,2.5,30576,0.0,0,0.4,9,13003.492063492064,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
39,170,3,2,3,0,76,2,2,3,3069,10302,1,0,15,3,4,80,1,11,3,3,10,8,0,7,11.0,306.9,10,0.0,False,21,10.0,510,0.0,0,0.8,9,-3212.252861602497,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40,884,15,3,1,1,80,2,3,3,10435,25800,1,0,13,3,4,80,2,18,2,3,18,15,14,12,18.0,579.7222222222222,4,0.0,False,20,1.2,13260,0.0,0,0.8333333333333334,9,4153.747138397503,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,208,8,4,3,1,52,3,2,3,4148,12250,1,0,12,3,4,80,1,15,5,3,14,11,2,9,15.0,296.2857142857143,12,0.0,False,25,4.666666666666667,1664,0.0,0,0.7857142857142857,9,-2133.252861602497,1.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,671,19,3,3,0,85,3,2,3,5768,26493,3,0,17,3,1,80,3,9,2,2,4,3,0,2,3.0,1442.0,4,0.0,False,23,4.0,12749,0.0,0,0.75,9,-513.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39,711,4,3,1,1,81,3,2,3,5042,3140,1,0,13,3,4,80,0,10,2,1,9,2,3,8,10.0,560.2222222222222,6,0.0,False,21,2.25,2844,0.0,0,0.2222222222222222,9,-1239.2528616024974,1.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
45,1329,2,2,4,1,59,2,2,4,5770,5388,1,0,19,3,1,80,2,10,3,3,10,7,3,9,10.0,577.0,7,0.0,False,15,2.5,2658,0.0,0,0.7,12,-511.25286160249743,0.75,1.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38,397,2,2,4,1,54,2,3,3,7756,14199,3,1,19,3,4,80,1,10,6,4,5,4,0,2,3.333333333333333,1551.2,5,0.0,False,22,5.0,794,0.0001289324394017,4,0.8,9,1474.7471383975026,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
35,737,10,3,4,0,55,2,3,1,10306,21530,9,0,17,3,3,80,0,15,3,3,13,12,6,0,1.6666666666666667,792.7692307692307,7,0.0,False,25,1.8571428571428568,7370,0.0,0,0.9230769230769232,3,3346.82735426009,3.0,0.3333333333333333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
37,1470,10,3,2,1,71,3,1,2,3936,9953,1,0,11,3,1,80,1,8,2,1,8,4,7,7,8.0,492.0,1,0.0,False,23,1.0,14700,0.0,0,0.5,6,-2345.252861602497,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
40,448,16,3,3,1,84,3,3,4,7945,19948,6,1,15,3,4,80,0,18,2,2,4,2,3,3,3.0,1986.25,1,0.0,True,20,1.0,7168,0.0001258653241032,2,0.5,12,1663.7471383975026,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
44,602,1,5,1,0,37,3,2,4,5743,10503,4,1,11,3,3,80,0,14,3,3,10,7,0,2,3.5,574.3,10,0.0,False,16,10.0,602,0.0001741250217656,3,0.7,12,-911.5079365079364,0.75,1.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,365,4,5,3,0,89,2,4,4,15202,5602,2,0,25,4,2,80,1,23,3,3,2,2,2,2,11.5,7601.0,0,0.0,False,12,0.6666666666666666,1460,0.0,0,1.0,16,8920.747138397503,1.0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
35,763,15,2,1,0,59,1,2,4,5440,22098,6,1,14,3,4,80,2,7,2,2,2,2,2,2,1.1666666666666667,2720.0,0,0.0,True,25,0.6666666666666666,11445,0.0001838235294117,2,1.0,12,-1519.17264573991,0.75,1.3333333333333333,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
24,567,2,1,1,1,32,3,1,4,3760,17218,1,1,13,3,3,80,0,6,2,3,6,3,1,3,6.0,626.6666666666666,5,0.0,False,36,3.0,1134,0.0002659574468085,3,0.5,12,-2521.252861602497,0.75,1.3333333333333333,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
27,486,8,3,2,1,86,4,1,3,3517,22490,7,0,17,3,1,80,0,5,0,3,3,2,0,2,0.7142857142857143,1172.3333333333333,3,0.0,False,33,3.0,3888,0.0,0,0.6666666666666666,9,-2764.252861602497,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
27,591,2,3,4,0,87,3,1,4,2580,6297,2,0,13,3,3,80,0,6,0,2,4,2,1,2,3.0,645.0,3,0.0,False,33,2.0,1182,0.0,0,0.5,12,-3701.2528616024974,0.75,1.3333333333333333,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
40,1329,7,3,1,0,73,3,1,1,2166,3339,3,1,14,3,2,80,0,10,3,1,4,2,0,3,3.333333333333333,541.5,4,0.0,False,20,4.0,9303,0.0004616805170821,1,0.5,3,-4115.252861602497,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
29,469,10,3,3,0,42,2,2,3,5869,23413,9,0,11,3,3,80,0,8,2,3,5,2,1,4,0.8888888888888888,1173.8,4,0.0,False,31,2.5,4690,0.0,0,0.4,9,-1090.17264573991,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,711,5,4,2,1,42,3,3,1,8008,22792,4,0,12,3,3,80,2,9,6,3,3,2,0,2,2.25,2669.333333333333,3,0.0,False,24,3.0,3555,0.0,0,0.6666666666666666,3,1726.7471383975026,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,772,2,1,4,0,77,4,2,3,5206,4973,1,0,17,3,3,80,2,7,6,3,7,7,0,7,7.0,743.7142857142857,7,0.0,False,35,7.0,1544,0.0,0,1.0,9,-1075.2528616024974,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,492,12,3,4,0,66,3,2,2,5295,7693,4,0,21,4,3,80,0,7,3,3,5,4,1,0,1.75,1059.0,4,0.0,False,21,2.5,5904,0.0,0,0.8,8,-986.2528616024974,2.0,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
49,301,22,4,1,1,72,3,4,2,16413,3498,3,0,16,3,2,80,2,27,2,3,4,2,1,2,9.0,4103.25,3,0.0,False,11,2.0,6622,0.0,0,0.5,6,10131.747138397504,1.5,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
50,813,17,5,4,1,50,2,3,1,13269,21981,5,0,15,3,3,80,3,19,3,3,14,11,1,11,3.8,947.7857142857144,13,0.0,False,10,7.0,13821,0.0,0,0.7857142857142857,3,6987.747138397503,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,1141,2,3,3,1,31,3,1,3,2783,13251,1,0,19,3,1,80,0,2,3,3,2,2,2,2,2.0,1391.5,0,0.0,False,40,0.6666666666666666,2282,0.0,0,1.0,9,-4176.17264573991,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
34,1130,3,3,4,1,66,3,2,2,5433,19332,1,0,12,3,3,80,1,11,2,3,11,8,7,9,11.0,493.9090909090909,4,0.0,False,26,1.375,3390,0.0,0,0.7272727272727273,6,-848.2528616024974,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,311,7,3,1,0,77,3,1,2,2013,10950,2,0,11,3,3,80,0,15,4,3,4,3,1,3,7.5,503.25,3,0.0,False,24,2.0,2177,0.0,0,0.75,6,-4268.252861602497,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
49,465,6,1,3,1,41,2,4,3,13966,11652,2,1,19,3,2,80,1,30,3,3,15,11,2,12,15.0,931.0666666666668,13,0.0,False,11,5.0,2790,7.160246312473149e-05,3,0.7333333333333333,9,7684.747138397503,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,894,1,4,4,1,33,2,2,3,4374,15411,1,0,15,3,3,80,0,4,6,3,3,2,1,2,4.0,1458.0,2,0.0,False,24,1.5,894,0.0,0,0.6666666666666666,9,-1907.2528616024968,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
36,1040,3,2,4,0,79,4,2,1,6842,26308,6,0,20,4,1,80,1,13,3,3,5,4,0,4,2.1666666666666665,1368.4,5,0.0,False,24,5.0,3120,0.0,0,0.8,4,560.7471383975026,4.0,0.25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,584,22,5,2,1,91,3,4,3,17426,18685,3,0,25,4,3,80,1,36,6,3,10,8,4,7,12.0,1742.6,6,0.0,False,6,2.0,12848,0.0,0,0.8,12,11144.747138397504,1.3333333333333333,0.75,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
43,1291,15,2,3,0,65,2,4,3,17603,3525,1,0,24,4,1,80,1,14,3,3,14,10,6,11,14.0,1257.357142857143,8,0.0,False,17,2.0,19365,0.0,0,0.7142857142857143,12,11321.747138397504,1.3333333333333333,0.75,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35,880,12,4,4,0,36,3,2,4,4581,10414,3,1,24,4,1,80,0,13,2,4,11,9,6,7,4.333333333333333,416.45454545454544,5,0.0,True,25,1.5714285714285714,10560,0.0002182929491377,4,0.8181818181818182,16,-2378.17264573991,1.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
38,1189,1,3,4,0,90,3,2,4,4735,9867,7,0,15,3,4,80,2,19,4,4,13,11,2,9,2.7142857142857144,364.2307692307692,11,0.0,False,22,4.333333333333333,1189,0.0,0,0.8461538461538461,12,-1546.2528616024974,0.75,1.3333333333333333,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,991,5,3,1,0,43,2,2,2,4187,3356,1,1,13,3,2,80,1,10,3,2,10,0,0,9,10.0,418.7,10,0.0,False,31,10.0,4955,0.0002388344877,2,0.0,6,-2772.17264573991,1.5,0.6666666666666666,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,392,2,4,4,0,93,3,2,4,5505,3921,1,0,14,3,3,80,2,6,5,3,6,2,0,4,6.0,917.5,6,0.0,False,27,6.0,784,0.0,0,0.3333333333333333,12,-1454.17264573991,0.75,1.3333333333333333,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
